	Course	Section	Faculty	Time	Room	Seats Available	
['2197.', 'FIN254', '10', 'SnT', 'MW', '10:20', 'AM', '-', '11:20', 'AM', 'NAC315', '0']
['2198.', 'FIN254', '11', 'MN', 'MW', '01:50', 'PM', '-', '02:50', 'PM', 'NAC315', '9']
['2199.', 'FIN254', '12', 'MN', 'MW', '11:30', 'AM', '-', '12:30', 'PM', 'NAC313', '23']
['2200.', 'FIN254', '13', 'MRe', 'RA', '12:40', 'PM', '-', '01:40', 'PM', 'NAC314', '0']
['2201.', 'FIN254', '14', 'NNh', 'MW', '10:20', 'AM', '-', '11:20', 'AM', 'NAC402', '0']
['2202.', 'FIN254', '15', 'NNh', 'MW', '11:30', 'AM', '-', '12:30', 'PM', 'NAC314', '0']
['2203.', 'FIN254', '16', 'Rby', 'MW', '11:30', 'AM', '-', '12:30', 'PM', 'NAC315', '0']
['2204.', 'FIN254', '17', 'SnT', 'MW', '08:00', 'AM', '-', '09:00', 'AM', 'NAC301', '0']
['2205.', 'FIN254', '18', 'SnT', 'ST', '08:00', 'AM', '-', '09:00', 'AM', 'NAC314', '0']
['2206.', 'FIN254', '19', 'SnT', 'ST', '09:10', 'AM', '-', '10:10', 'AM', 'NAC315', '0']
['2207.', 'FIN254', '20', 'Sys', 'MW', '12:40', 'PM', '-', '01:40', 'PM', 'NAC314', '0']
['2208.', 'FIN254', '21', 'AZR', 'ST', '08:00', 'AM', '-', '09:00', 'AM', 'NAC315', '0']
['2209.', 'FIN254', '22', 'SmG', 'MW', '08:00', 'AM', '-', '09:00', 'AM', 'NAC313', '24']
['2210.', 'FIN254', '23', 'MdM', 'MW', '04:10', 'PM', '-', '05:10', 'PM', 'NAC314', '1']
['2211.', 'FIN254', '24', 'AZR', 'MW', '05:20', 'PM', '-', '06:20', 'PM', 'NAC315', '0']
['2212.', 'FIN254', '25', 'DAKn', 'RA', '01:50', 'PM', '-', '02:50', 'PM', 'NAC203', '0']
['2213.', 'FIN254', '26', 'DAKn', 'RA', '03:00', 'PM', '-', '04:00', 'PM', 'NAC315', '0']
['2214.', 'FIN254', '27', 'MSKn', 'RA', '04:10', 'PM', '-', '05:10', 'PM', 'NAC313', '17']
['2215.', 'FIN254', '29', 'MZIZ', 'ST', '08:00', 'AM', '-', '09:00', 'AM', 'NAC402', '8']
['2216.', 'FIN254', '30', 'SAGh', 'RA', '01:50', 'PM', '-', '02:50', 'PM', 'NAC210', '0']
['2217.', 'FIN254', '31', 'SAGh', 'RA', '03:00', 'PM', '-', '04:00', 'PM', 'NAC402', '10']
['2218.', 'FIN410', '1', 'AWKm', 'ST', '03:00', 'PM', '-', '04:00', 'PM', 'NAC315', '28']
['2219.', 'FIN410', '2', 'BFK', 'ST', '03:00', 'PM', '-', '04:00', 'PM', 'NAC402', '0']
['2220.', 'FIN410', '3', 'BFK', 'ST', '04:10', 'PM', '-', '05:10', 'PM', 'NAC315', '2']
['2221.', 'FIN410', '4', 'HAS', 'ST', '04:10', 'PM', '-', '05:10', 'PM', 'NAC402', '2']
['2222.', 'FIN410', '5', 'MRe', 'RA', '11:30', 'AM', '-', '12:30', 'PM', 'NAC315', '1']
['2223.', 'FIN410', '6', 'TkS', 'ST', '10:20', 'AM', '-', '11:20', 'AM', 'NAC315', '0']
['2224.', 'FIN410', '7', 'TkS', 'ST', '11:30', 'AM', '-', '12:30', 'PM', 'NAC402', '0']
['2225.', 'FIN410', '8', 'TkS', 'ST', '12:40', 'PM', '-', '01:40', 'PM', 'NAC315', '0']
['2226.', 'FIN410', '10', 'MSH5', 'RA', '01:50', 'PM', '-', '02:50', 'PM', 'NAC313', '12']
['2227.', 'FIN433', '1', 'AhM', 'ST', '09:10', 'AM', '-', '10:10', 'AM', 'NAC402', '0']
['2228.', 'FIN433', '2', 'AhM', 'ST', '11:30', 'AM', '-', '12:30', 'PM', 'NAC415', '0']
['2229.', 'FIN433', '3', 'HHq1', 'ST', '10:20', 'AM', '-', '11:20', 'AM', 'NAC402', '0']
['2230.', 'FIN433', '4', 'HHq1', 'ST', '11:30', 'AM', '-', '12:30', 'PM', 'NAC507', '0']
['2231.', 'FIN433', '5', 'Hmu', 'ST', '03:00', 'PM', '-', '04:00', 'PM', 'NAC415', '0']
['2232.', 'FIN433', '6', 'Hmu', 'ST', '04:10', 'PM', '-', '05:10', 'PM', 'NAC507', '0']
['2233.', 'FIN433', '7', 'MN', 'ST', '01:50', 'PM', '-', '02:50', 'PM', 'NAC507', '24']
['2234.', 'FIN433', '8', 'MN', 'ST', '03:00', 'PM', '-', '04:00', 'PM', 'NAC507', '24']
['2235.', 'FIN433', '9', 'FaZr', 'MW', '09:10', 'AM', '-', '10:10', 'AM', 'NAC315', '0']
['2236.', 'FIN433', '10', 'SnT', 'ST', '10:20', 'AM', '-', '11:20', 'AM', 'NAC507', '0']
['2237.', 'FIN435', '1', 'FaZr', 'MW', '03:00', 'PM', '-', '04:00', 'PM', 'NAC314', '1']
['2238.', 'FIN435', '2', 'FaZr', 'RA', '10:20', 'AM', '-', '11:20', 'AM', 'NAC314', '11']
['2239.', 'FIN435', '3', 'FaZr', 'RA', '12:40', 'PM', '-', '01:40', 'PM', 'NAC315', '12']
['2240.', 'FIN435', '4', 'Hmu', 'MW', '03:00', 'PM', '-', '04:00', 'PM', 'NAC315', '2']
['2241.', 'FIN435', '5', 'Hmu', 'MW', '12:40', 'PM', '-', '01:40', 'PM', 'NAC315', '0']
['2242.', 'FIN435', '6', 'MAR3', 'MW', '12:40', 'PM', '-', '01:40', 'PM', 'NAC402', '9']
['2243.', 'FIN435', '7', 'MdM', 'MW', '11:30', 'AM', '-', '12:30', 'PM', 'NAC402', '0']
['2244.', 'FIN435', '8', 'MNl1', 'MW', '09:10', 'AM', '-', '10:10', 'AM', 'NAC402', '0']
['2245.', 'FIN440', '1', 'ASy', 'MW', '10:20', 'AM', '-', '11:20', 'AM', 'NAC415', '0']
['2246.', 'FIN440', '2', 'AWKm', 'ST', '12:40', 'PM', '-', '01:40', 'PM', 'NAC402', '18']
['2247.', 'FIN440', '3', 'FFa', 'RA', '11:30', 'AM', '-', '12:30', 'PM', 'NAC402', '15']
['2248.', 'FIN440', '4', 'FJM', 'MW', '04:10', 'PM', '-', '05:10', 'PM', 'NAC512', '0']
['2249.', 'FIN440', '5', 'HAS', 'MW', '01:50', 'PM', '-', '02:50', 'PM', 'NAC402', '1']
['2250.', 'FIN440', '6', 'HAS', 'MW', '04:10', 'PM', '-', '05:10', 'PM', 'NAC402', '0']
['2251.', 'FIN440', '7', 'MN', 'MW', '03:00', 'PM', '-', '04:00', 'PM', 'NAC402', '14']
['2252.', 'FIN440', '8', 'MRe', 'RA', '01:50', 'PM', '-', '02:50', 'PM', 'NAC314', '1']
['2253.', 'FIN440', '9', 'MzF', 'MW', '08:00', 'AM', '-', '09:00', 'AM', 'NAC315', '0']
['2254.', 'FIN440', '10', 'Sys', 'MW', '03:00', 'PM', '-', '04:00', 'PM', 'NAC507', '1']
['2255.', 'FIN440', '11', 'TkS', 'MW', '10:20', 'AM', '-', '11:20', 'AM', 'NAC507', '0']
['2256.', 'FIN440', '12', 'TkS', 'MW', '11:30', 'AM', '-', '12:30', 'PM', 'NAC507', '0']
['2257.', 'FIN444', '1', 'FFa', 'RA', '01:50', 'PM', '-', '02:50', 'PM', 'NAC315', '22']
['2258.', 'FIN444', '2', 'MzF', 'MW', '09:10', 'AM', '-', '10:10', 'AM', 'NAC507', '0']
['2259.', 'FIN444', '3', 'MzF', 'ST', '09:10', 'AM', '-', '10:10', 'AM', 'NAC415', '0']
['2260.', 'FIN444', '4', 'MzF', 'ST', '10:20', 'AM', '-', '11:20', 'AM', 'NAC603', '1']
['2261.', 'FIN444', '5', 'TNK', 'RA', '01:50', 'PM', '-', '02:50', 'PM', 'NAC402', '0']
['2262.', 'FIN444', '6', 'TNK', 'RA', '04:10', 'PM', '-', '05:10', 'PM', 'NAC314', '0']
['2263.', 'FIN444', '7', 'TNK', 'RA', '12:40', 'PM', '-', '01:40', 'PM', 'NAC402', '0']
['2264.', 'FIN444', '8', 'MZIZ', 'MW', '08:00', 'AM', '-', '09:00', 'AM', 'NAC402', '2']
['2265.', 'FIN444', '9', 'MSH5', 'RA', '03:00', 'PM', '-', '04:00', 'PM', 'NAC210', '7']
['2266.', 'FIN455', '1', 'FaZr', 'MW', '12:40', 'PM', '-', '01:40', 'PM', 'NAC512', '12']
['2267.', 'FIN455', '2', 'MzF', 'ST', '08:00', 'AM', '-', '09:00', 'AM', 'NAC603', '18']
['2268.', 'FIN464', '1', 'AhM', 'RA', '08:00', 'AM', '-', '09:00', 'AM', 'NAC313', '0']
['2269.', 'FIN464', '2', 'AhM', 'RA', '09:10', 'AM', '-', '10:10', 'AM', 'NAC315', '0']
['2270.', 'FIN464', '3', 'AhM', 'RA', '10:20', 'AM', '-', '11:20', 'AM', 'NAC315', '0']
['2271.', 'FIN464', '4', 'MdM', 'MW', '01:50', 'PM', '-', '02:50', 'PM', 'NAC507', '0']
['2272.', 'FIN464', '5', 'TsA', 'MW', '08:00', 'AM', '-', '09:00', 'AM', 'NAC507', '1']
['2273.', 'FIN464', '6', 'TsA', 'MW', '09:10', 'AM', '-', '10:10', 'AM', 'NAC603', '0']
['2274.', 'FIN464', '7', 'MhMR', 'RA', '09:10', 'AM', '-', '10:10', 'AM', 'NAC402', '7']
['2275.', 'FIN470', '1', 'Rma', 'MW', '04:10', 'PM', '-', '05:10', 'PM', 'NAC507', '20']
['2276.', 'FIN480', '1', 'MAR3', 'MW', '10:20', 'AM', '-', '11:20', 'AM', 'NAC603', '18']
['2277.', 'FIN635', '1', 'MdR', 'T', '07:00', 'PM', '-', '09:00', 'PM', 'NAC510', '14']
['2278.', 'FIN637', '1', 'MAR3', 'M', '07:00', 'PM', '-', '09:00', 'PM', 'NAC602', '13']
['2279.', 'FIN639', '1', 'SfN1', 'T', '07:00', 'PM', '-', '09:00', 'PM', 'NAC602', '18']
['2280.', 'FIN639', '2', 'AWKm', 'S', '07:00', 'PM', '-', '09:00', 'PM', 'NAC602', '17']
['2281.', 'FIN642', '1', 'Rma', 'F', '10:00', 'AM', '-', '12:00', 'PM', 'NAC619A', '1']
['2282.', 'FIN642', '2', 'HMM', 'W', '07:00', 'PM', '-', '09:00', 'PM', 'NAC990', '12']
['2283.', 'FIN644', '1', 'PKB', 'R', '07:00', 'PM', '-', '09:00', 'PM', 'NAC620', '7']
['2284.', 'FIN645', '1', 'TNK', 'R', '07:00', 'PM', '-', '09:00', 'PM', 'NAC618', '3']
['2285.', 'FIN645', '2', 'TNK', 'F', '07:00', 'PM', '-', '09:00', 'PM', 'NAC618', '16']
['2286.', 'FIN647', '1', 'Rma', 'A', '07:00', 'PM', '-', '09:00', 'PM', 'NAC619A', '19']
['2287.', 'HAS501', '1', 'AbS3', 'F', '10:10', 'AM', '-', '12:10', 'PM', 'NAC1078', '8']
['2288.', 'HAS503', '1', 'SAR3', 'F', '08:00', 'AM', '-', '10:00', 'AM', 'NAC1080', '8']
['2289.', 'HAS505', '1', 'EdH', 'A', '11:30', 'AM', '-', '01:40', 'PM', 'NAC604', '8']
['2290.', 'HAS507', '1', 'Sfn', 'A', '09:10', 'AM', '-', '11:10', 'AM', 'NAC517', '8']
['2291.', 'HIS101', '1', 'Sfn', 'MW', '10:20', 'AM', '-', '11:20', 'AM', 'NAC1077', '0']
['2292.', 'HIS101', '2', 'Sfn', 'MW', '12:40', 'PM', '-', '01:40', 'PM', 'NAC1077', '0']
['2293.', 'HIS101', '3', 'Sfn', 'MW', '03:00', 'PM', '-', '04:00', 'PM', 'NAC1077', '0']
['2294.', 'HIS101', '4', 'ASz', 'MW', '08:00', 'AM', '-', '09:00', 'AM', 'NAC413', '1']
['2295.', 'HIS101', '5', 'ASz', 'MW', '09:10', 'AM', '-', '10:10', 'AM', 'NAC413', '0']
['2296.', 'HIS101', '6', 'ASz', 'MW', '11:30', 'AM', '-', '12:30', 'PM', 'NAC413', '0']
['2297.', 'HIS101', '7', 'ASz', 'MW', '01:50', 'PM', '-', '02:50', 'PM', 'NAC413', '0']
['2298.', 'HIS101', '12', 'AGR2', 'RA', '03:00', 'PM', '-', '04:00', 'PM', 'NAC412', '0']
['2299.', 'HIS101', '13', 'AGR2', 'RA', '05:20', 'PM', '-', '06:20', 'PM', 'NAC413', '0']
['2300.', 'HIS101', '14', 'Mzd', 'RA', '11:30', 'AM', '-', '12:30', 'PM', 'NAC605', '1']
['2301.', 'HIS101', '15', 'ZrS', 'ST', '10:20', 'AM', '-', '11:20', 'AM', 'NAC1077', '0']
['2302.', 'HIS101', '16', 'ZrS', 'ST', '12:40', 'PM', '-', '01:40', 'PM', 'NAC1077', '0']
['2303.', 'HIS101', '17', 'ZrS', 'ST', '03:00', 'PM', '-', '04:00', 'PM', 'NAC413', '0']
['2304.', 'HIS101', '18', 'MAB2', 'ST', '10:20', 'AM', '-', '11:20', 'AM', 'NAC1079', '0']
['2305.', 'HIS101', '19', 'MAB2', 'ST', '11:30', 'AM', '-', '12:30', 'PM', 'NAC413', '0']
['2306.', 'HIS101', '20', 'MdI1', 'MW', '03:00', 'PM', '-', '04:00', 'PM', 'NAC410', '0']
['2307.', 'HIS101', '21', 'MdI1', 'MW', '04:10', 'PM', '-', '05:10', 'PM', 'NAC410', '1']
['2308.', 'HIS101', '22', 'CRM', 'ST', '09:10', 'AM', '-', '10:10', 'AM', 'NAC413', '2']
['2309.', 'HIS101', '23', 'CRM', 'ST', '11:30', 'AM', '-', '12:30', 'PM', 'NAC412', '0']
['2310.', 'HIS101', '24', 'CRM', 'ST', '03:00', 'PM', '-', '04:00', 'PM', 'NAC412', '0']
['2311.', 'HIS101', '25', 'AGR2', 'RA', '01:50', 'PM', '-', '02:50', 'PM', 'NAC507', '0']
['2312.', 'HIS101', '26', 'ABP1', 'RA', '09:10', 'AM', '-', '10:10', 'AM', 'NAC201', '0']
['2313.', 'HIS101', '27', 'ABP1', 'RA', '12:40', 'PM', '-', '01:40', 'PM', 'NAC406', '0']
['2314.', 'HIS101', '28', 'ABP1', 'RA', '01:50', 'PM', '-', '02:50', 'PM', 'SAC202', '0']
['2315.', 'HIS101', '29', 'ABP1', 'RA', '04:10', 'PM', '-', '05:10', 'PM', 'SAC801A', '0']
['2316.', 'HIS101', '30', 'MdI1', 'MW', '12:40', 'PM', '-', '01:40', 'PM', 'SAC312', '0']
['2317.', 'HIS101', '31', 'CRM', 'ST', '12:40', 'PM', '-', '01:40', 'PM', 'SAC312', '0']
['2318.', 'HIS102', '1', 'Mzd', 'RA', '12:40', 'PM', '-', '01:40', 'PM', 'NAC603', '0']
['2319.', 'HIS102', '2', 'Mzd', 'RA', '03:00', 'PM', '-', '04:00', 'PM', 'NAC410', '0']
['2320.', 'HIS102', '3', 'Mzd', 'RA', '05:20', 'PM', '-', '06:20', 'PM', 'NAC412', '0']
['2321.', 'HIS102', '4', 'AbS3', 'RA', '11:30', 'AM', '-', '12:30', 'PM', 'NAC619', '0']
['2322.', 'HIS102', '5', 'AbS3', 'RA', '01:50', 'PM', '-', '02:50', 'PM', 'NAC619', '0']
['2323.', 'HIS102', '6', 'AbS3', 'RA', '04:10', 'PM', '-', '05:10', 'PM', 'NAC413', '0']
['2324.', 'HIS102', '7', 'AbS3', 'RA', '05:20', 'PM', '-', '06:20', 'PM', 'NAC410', '0']
['2325.', 'HIS102', '8', 'AHB', 'MW', '11:30', 'AM', '-', '12:30', 'PM', 'NAC407', '0']
['2326.', 'HIS102', '9', 'AHB', 'MW', '12:40', 'PM', '-', '01:40', 'PM', 'NAC407', '0']
['2327.', 'HIS102', '10', 'AHB', 'MW', '03:00', 'PM', '-', '04:00', 'PM', 'NAC407', '0']
['2328.', 'HIS102', '11', 'AHB', 'MW', '05:20', 'PM', '-', '06:20', 'PM', 'NAC407', '0']
['2329.', 'HIS102', '12', 'KfI', 'RA', '09:10', 'AM', '-', '10:10', 'AM', 'NAC211', '0']
['2330.', 'HIS102', '13', 'KfI', 'RA', '10:20', 'AM', '-', '11:20', 'AM', 'NAC211', '0']
['2331.', 'HIS102', '14', 'KfI', 'RA', '12:40', 'PM', '-', '01:40', 'PM', 'NAC310', '0']
['2332.', 'HIS102', '15', 'KfI', 'RA', '03:00', 'PM', '-', '04:00', 'PM', 'NAC605', '0']
['2333.', 'HIS102', '16', 'Fkh', 'ST', '08:00', 'AM', '-', '09:00', 'AM', 'NAC412', '1']
['2334.', 'HIS102', '17', 'Fkh', 'ST', '09:10', 'AM', '-', '10:10', 'AM', 'NAC412', '0']
['2335.', 'HIS102', '18', 'Fkh', 'ST', '11:30', 'AM', '-', '12:30', 'PM', 'NAC410', '0']
['2336.', 'HIS102', '19', 'Fkh', 'ST', '01:50', 'PM', '-', '02:50', 'PM', 'NAC410', '0']
['2337.', 'HIS102', '20', 'SNA', 'MW', '01:50', 'PM', '-', '02:50', 'PM', 'NAC407', '0']
['2338.', 'HIS102', '21', 'NIB', 'MW', '09:10', 'AM', '-', '10:10', 'AM', 'NAC1079', '0']
['2339.', 'HIS102', '22', 'NIB', 'MW', '10:20', 'AM', '-', '11:20', 'AM', 'NAC1079', '0']
['2340.', 'HIS102', '23', 'Aym', 'RA', '08:00', 'AM', '-', '09:00', 'AM', 'NAC991', '0']
['2341.', 'HIS102', '24', 'Aym', 'RA', '09:10', 'AM', '-', '10:10', 'AM', 'NAC410', '0']
['2342.', 'HIS102', '25', 'ATI', 'MW', '11:30', 'AM', '-', '12:30', 'PM', 'NAC410', '0']
['2343.', 'HIS102', '26', 'ATI', 'MW', '12:40', 'PM', '-', '01:40', 'PM', 'NAC410', '0']
['2344.', 'HIS102', '27', 'ATI', 'MW', '03:00', 'PM', '-', '04:00', 'PM', 'NAC406', '0']
['2345.', 'HIS102', '28', 'ATI', 'MW', '05:20', 'PM', '-', '06:20', 'PM', 'NAC410', '0']
['2346.', 'HIS103', '1', 'EdH', 'ST', '11:30', 'AM', '-', '12:30', 'PM', 'NAC603', '0']
['2347.', 'HIS103', '2', 'EdH', 'ST', '01:50', 'PM', '-', '02:50', 'PM', 'NAC1077', '0']
['2348.', 'HIS103', '3', 'Sfn', 'RA', '12:40', 'PM', '-', '01:40', 'PM', 'NAC604', '0']
['2349.', 'HIS103', '4', 'Sfn', 'RA', '03:00', 'PM', '-', '04:00', 'PM', 'NAC413', '0']
['2350.', 'HIS103', '5', 'SAR3', 'RA', '08:00', 'AM', '-', '09:00', 'AM', 'NAC993', '0']
['2351.', 'HIS103', '6', 'SAR3', 'RA', '09:10', 'AM', '-', '10:10', 'AM', 'NAC413', '0']
['2352.', 'HIS103', '7', 'SAR3', 'RA', '11:30', 'AM', '-', '12:30', 'PM', 'NAC604', '0']
['2353.', 'HIS103', '8', 'SAR3', 'RA', '01:50', 'PM', '-', '02:50', 'PM', 'NAC413', '0']
['2354.', 'HIS103', '9', 'TRh', 'ST', '08:00', 'AM', '-', '09:00', 'AM', 'NAC407', '0']
['2355.', 'HIS103', '10', 'TRh', 'ST', '09:10', 'AM', '-', '10:10', 'AM', 'NAC407', '0']
['2356.', 'HIS103', '11', 'TRh', 'ST', '11:30', 'AM', '-', '12:30', 'PM', 'NAC407', '0']
['2357.', 'HIS103', '12', 'TRh', 'ST', '01:50', 'PM', '-', '02:50', 'PM', 'NAC407', '0']
['2358.', 'HIS103', '13', 'ZrS', 'MW', '10:20', 'AM', '-', '11:20', 'AM', 'NAC413', '0']
['2359.', 'HIS103', '14', 'ZrS', 'MW', '12:40', 'PM', '-', '01:40', 'PM', 'NAC1079', '0']
['2360.', 'HIS103', '15', 'ZrS', 'MW', '03:00', 'PM', '-', '04:00', 'PM', 'NAC1079', '1']
['2361.', 'HIS103', '16', 'MAB2', 'RA', '10:20', 'AM', '-', '11:20', 'AM', 'NAC603', '0']
['2362.', 'HIS103', '17', 'MAB2', 'RA', '11:30', 'AM', '-', '12:30', 'PM', 'NAC603', '0']
['2363.', 'HIS103', '18', 'MAB2', 'RA', '01:50', 'PM', '-', '02:50', 'PM', 'NAC603', '0']
['2364.', 'HIS103', '19', 'SdH1', 'RA', '08:00', 'AM', '-', '09:00', 'AM', 'NAC992', '0']
['2365.', 'HIS103', '20', 'SdH1', 'RA', '09:10', 'AM', '-', '10:10', 'AM', 'NAC412', '0']
['2366.', 'HIS103', '21', 'SdH1', 'RA', '11:30', 'AM', '-', '12:30', 'PM', 'NAC413', '0']
['2367.', 'HIS103', '22', 'SdH1', 'RA', '01:50', 'PM', '-', '02:50', 'PM', 'NAC412', '0']
['2368.', 'HIS103', '23', 'MSIa', 'MW', '09:10', 'AM', '-', '10:10', 'AM', 'NAC412', '0']
['2369.', 'HIS103', '24', 'MSIa', 'MW', '10:20', 'AM', '-', '11:20', 'AM', 'NAC412', '0']
['2370.', 'HIS103', '25', 'MSIa', 'MW', '12:40', 'PM', '-', '01:40', 'PM', 'NAC413', '0']
['2371.', 'HIS103', '26', 'MSIa', 'MW', '03:00', 'PM', '-', '04:00', 'PM', 'NAC413', '0']
['2372.', 'HIS103', '27', 'Aym', 'RA', '11:30', 'AM', '-', '12:30', 'PM', 'NAC412', '0']
['2373.', 'HIS103', '28', 'Aym', 'RA', '01:50', 'PM', '-', '02:50', 'PM', 'NAC410', '0']
['2374.', 'HIS103', '29', 'SwH1', 'RA', '08:00', 'AM', '-', '09:00', 'AM', 'NAC413', '0']
['2375.', 'HIS103', '30', 'SwH1', 'RA', '09:10', 'AM', '-', '10:10', 'AM', 'NAC406', '0']
['2376.', 'HIS103', '31', 'SwH1', 'RA', '11:30', 'AM', '-', '12:30', 'PM', 'NAC407', '0']
['2377.', 'HIS103', '32', 'MGRn', 'RA', '08:00', 'AM', '-', '09:00', 'AM', 'NAC412', '0']
['2378.', 'HIS103', '33', 'MGRn', 'RA', '09:10', 'AM', '-', '10:10', 'AM', 'SAC316', '0']
['2379.', 'HIS103', '34', 'MGRn', 'RA', '11:30', 'AM', '-', '12:30', 'PM', 'NAC406', '0']
['2380.', 'HIS103', '35', 'MGRn', 'RA', '01:50', 'PM', '-', '02:50', 'PM', 'NAC406', '0']
['2381.', 'HIS103', '36', 'SaMS', 'ST', '10:20', 'AM', '-', '11:20', 'AM', 'NAC413', '0']
['2382.', 'HIS103', '37', 'SaMS', 'ST', '12:40', 'PM', '-', '01:40', 'PM', 'NAC413', '0']
['2383.', 'HIS103', '38', 'SaMS', 'ST', '04:10', 'PM', '-', '05:10', 'PM', 'NAC413', '0']
['2384.', 'HIS103', '39', 'SaMS', 'MW', '10:20', 'AM', '-', '11:20', 'AM', 'NAC410', '0']
['2385.', 'HIS103', '40', 'SaMS', 'MW', '12:40', 'PM', '-', '01:40', 'PM', 'NAC412', '0']
['2386.', 'HIS103', '41', 'SaMS', 'MW', '04:10', 'PM', '-', '05:10', 'PM', 'NAC407', '0']
['2387.', 'HIS103', '42', 'MAR2', 'RA', '12:40', 'PM', '-', '01:40', 'PM', 'NAC211', '0']
['2388.', 'HIS103', '43', 'AqR1', 'RA', '01:50', 'PM', '-', '02:50', 'PM', 'NAC214', '0']
['2389.', 'HIS103', '44', 'AqR1', 'RA', '04:10', 'PM', '-', '05:10', 'PM', 'NAC412', '0']
['2390.', 'HIS103', '45', 'AqR1', 'RA', '05:20', 'PM', '-', '06:20', 'PM', 'NAC407', '0']
['2391.', 'HIS103', '46', 'FSY', 'RA', '08:00', 'AM', '-', '09:00', 'AM', 'NAC990', '0']
['2392.', 'HIS103', '47', 'FSY', 'RA', '09:10', 'AM', '-', '10:10', 'AM', 'NAC407', '0']
['2393.', 'HIS103', '48', 'FSY', 'RA', '11:30', 'AM', '-', '12:30', 'PM', 'NAC410', '0']
['2394.', 'HIS103', '49', 'FSY', 'RA', '01:50', 'PM', '-', '02:50', 'PM', 'NAC407', '0']
['2395.', 'HIS103', '50', 'AqR1', 'RA', '11:30', 'AM', '-', '12:30', 'PM', 'SAC316', '0']
['2396.', 'HIS103', '51', 'DAMn', 'RA', '01:50', 'PM', '-', '02:50', 'PM', 'NAC211', '0']
['2397.', 'HIS103', '52', 'MAR2', 'RA', '04:10', 'PM', '-', '05:10', 'PM', 'NAC410', '0']
['2398.', 'HIS103', '53', 'MAR2', 'RA', '05:20', 'PM', '-', '06:20', 'PM', 'NAC406', '0']
['2399.', 'HIS103', '54', 'NIB', 'MW', '12:40', 'PM', '-', '01:40', 'PM', 'NAC406', '0']
['2400.', 'HIS103', '55', 'NIB', 'MW', '03:00', 'PM', '-', '04:00', 'PM', 'NAC211', '0']
['2401.', 'HIS103', '56', 'HyK1', 'RA', '11:30', 'AM', '-', '12:30', 'PM', 'NAC301', '0']
['2402.', 'HIS103', '57', 'DAMn', 'RA', '10:20', 'AM', '-', '11:20', 'AM', 'NAC413', '0']
['2403.', 'HIS103', '58', 'DAMn', 'RA', '11:30', 'AM', '-', '12:30', 'PM', 'NAC214', '0']
['2404.', 'HIS103', '62', 'Klm', 'MW', '04:10', 'PM', '-', '05:10', 'PM', 'NAC413', '0']
['2405.', 'HIS103', '63', 'DAMn', 'RA', '04:10', 'PM', '-', '05:10', 'PM', 'NAC201', '1']
['2406.', 'HIS203', '1', 'HyK1', 'RA', '08:00', 'AM', '-', '09:00', 'AM', 'NAC410', '0']
['2407.', 'HIS203', '2', 'HyK1', 'RA', '10:20', 'AM', '-', '11:20', 'AM', 'NAC410', '0']
['2408.', 'HIS205', '2', 'MAR2', 'RA', '10:20', 'AM', '-', '11:20', 'AM', 'NAC412', '0']
['2409.', 'HIS205', '3', 'Klm', 'MW', '01:50', 'PM', '-', '02:50', 'PM', 'NAC412', '0']
['2410.', 'HRM340', '1', 'Sqt', 'ST', '10:20', 'AM', '-', '11:20', 'AM', 'NAC304', '1']
['2411.', 'HRM340', '2', 'Sqt', 'ST', '12:40', 'PM', '-', '01:40', 'PM', 'NAC403', '1']
['2412.', 'HRM340', '3', 'FsZ', 'ST', '01:50', 'PM', '-', '02:50', 'PM', 'NAC205', '1']
['2413.', 'HRM340', '4', 'FsZ', 'ST', '04:10', 'PM', '-', '05:10', 'PM', 'NAC206', '2']
['2414.', 'HRM340', '5', 'Sqt', 'MW', '04:10', 'PM', '-', '05:10', 'PM', 'NAC505', '9']
['2415.', 'HRM360', '1', 'QTI', 'ST', '09:10', 'AM', '-', '10:10', 'AM', 'NAC206', '0']
['2416.', 'HRM360', '2', 'Sqt', 'ST', '09:10', 'AM', '-', '10:10', 'AM', 'NAC304', '12']
['2417.', 'HRM360', '3', 'QTI', 'ST', '10:20', 'AM', '-', '11:20', 'AM', 'NAC206', '1']
['2418.', 'HRM360', '4', 'Alm', 'MW', '01:50', 'PM', '-', '02:50', 'PM', 'NAC405', '2']
['2419.', 'HRM370', '1', 'KHs', 'ST', '01:50', 'PM', '-', '02:50', 'PM', 'NAC215', '1']
['2420.', 'HRM370', '2', 'TuA', 'MW', '11:30', 'AM', '-', '12:30', 'PM', 'NAC205', '7']
['2421.', 'HRM370', '3', 'TuA', 'MW', '12:40', 'PM', '-', '01:40', 'PM', 'NAC305', '6']
['2422.', 'HRM370', '4', 'TuA', 'MW', '03:00', 'PM', '-', '04:00', 'PM', 'NAC204', '7']
['2423.', 'HRM380', '1', 'UHM', 'ST', '03:00', 'PM', '-', '04:00', 'PM', 'NAC206', '0']
['2424.', 'HRM380', '2', 'UHM', 'ST', '04:10', 'PM', '-', '05:10', 'PM', 'NAC310', '0']
['2425.', 'HRM380', '3', 'TuA', 'MW', '08:00', 'AM', '-', '09:00', 'AM', 'NAC404', '26']
['2426.', 'HRM380', '4', 'TuA', 'MW', '09:10', 'AM', '-', '10:10', 'AM', 'NAC403', '1']
['2427.', 'HRM450', '1', 'Mli', 'ST', '01:50', 'PM', '-', '02:50', 'PM', 'NAC404', '0']
