	Course	Section	Faculty	Time	Room	Seats Available	
['2428.', 'HRM450', '2', 'Mli', 'MW', '11:30', 'AM', '-', '12:30', 'PM', 'NAC305', '0']
['2429.', 'HRM450', '3', 'TuA', 'MW', '04:10', 'PM', '-', '05:10', 'PM', 'NAC404', '15']
['2430.', 'HRM470', '1', 'QTI', 'ST', '12:40', 'PM', '-', '01:40', 'PM', 'NAC305', '0']
['2431.', 'HRM470', '2', 'Sqt', 'MW', '10:20', 'AM', '-', '11:20', 'AM', 'NAC305', '10']
['2432.', 'HRM470', '3', 'Sqt', 'MW', '01:50', 'PM', '-', '02:50', 'PM', 'NAC506', '2']
['2433.', 'HRM470', '4', 'QTI', 'MW', '04:10', 'PM', '-', '05:10', 'PM', 'NAC305', '0']
['2434.', 'HRM602', '1', 'KdA', 'F', '10:00', 'AM', '-', '12:00', 'PM', 'NAC603', '24']
['2435.', 'HRM603', '1', 'KdA', 'F', '02:30', 'PM', '-', '04:30', 'PM', 'NAC603', '2']
['2436.', 'HRM604', '1', 'Alm', 'T', '07:00', 'PM', '-', '09:00', 'PM', 'NAC991', '0']
['2437.', 'HRM605', '1', 'IrA', 'M', '07:00', 'PM', '-', '09:00', 'PM', 'NAC603', '0']
['2438.', 'HRM610', '1', 'NNR1', 'A', '07:00', 'PM', '-', '09:00', 'PM', 'NAC618', '0']
['2439.', 'HRM610', '2', 'NNR1', 'S', '07:00', 'PM', '-', '09:00', 'PM', 'NAC619A', '0']
['2440.', 'HRM660', '1', 'Tfq', 'A', '07:00', 'PM', '-', '09:00', 'PM', 'NAC510', '9']
['2441.', 'HRM660', '2', 'Tfq', 'F', '10:00', 'AM', '-', '12:00', 'PM', 'NAC510', '1']
['2442.', 'HRM680', '1', 'KsM', 'W', '07:00', 'PM', '-', '09:00', 'PM', 'NAC601', '2']
['2443.', 'INB372', '1', 'AFMo', 'RA', '03:00', 'PM', '-', '04:00', 'PM', 'NAC207', '0']
['2444.', 'INB372', '2', 'AFMo', 'RA', '04:10', 'PM', '-', '05:10', 'PM', 'NAC207', '0']
['2445.', 'INB372', '3', 'AFMo', 'RA', '12:40', 'PM', '-', '01:40', 'PM', 'NAC207', '0']
['2446.', 'INB372', '4', 'FdF', 'ST', '11:30', 'AM', '-', '12:30', 'PM', 'NAC207', '1']
['2447.', 'INB372', '5', 'FdF', 'ST', '12:40', 'PM', '-', '01:40', 'PM', 'NAC207', '1']
['2448.', 'INB372', '6', 'MHZ', 'ST', '03:00', 'PM', '-', '04:00', 'PM', 'NAC208', '1']
['2449.', 'INB372', '7', 'FHZ', 'MW', '03:00', 'PM', '-', '04:00', 'PM', 'NAC208', '0']
['2450.', 'INB372', '8', 'FHZ', 'MW', '04:10', 'PM', '-', '05:10', 'PM', 'NAC214', '0']
['2451.', 'INB372', '9', 'Fzy', 'ST', '09:10', 'AM', '-', '10:10', 'AM', 'NAC508', '2']
['2452.', 'INB372', '10', 'Fzy', 'ST', '10:20', 'AM', '-', '11:20', 'AM', 'NAC208', '0']
['2453.', 'INB372', '11', 'Mbt', 'ST', '08:00', 'AM', '-', '09:00', 'AM', 'NAC208', '1']
['2454.', 'INB372', '12', 'Mbt', 'ST', '09:10', 'AM', '-', '10:10', 'AM', 'NAC303', '0']
['2455.', 'INB372', '13', 'Mbt', 'ST', '11:30', 'AM', '-', '12:30', 'PM', 'NAC508', '0']
['2456.', 'INB372', '14', 'FdF', 'RA', '03:00', 'PM', '-', '04:00', 'PM', 'NAC620', '0']
['2457.', 'INB372', '15', 'MHZ', 'RA', '04:10', 'PM', '-', '05:10', 'PM', 'NAC306', '0']
['2458.', 'INB372', '16', 'MHZ', 'RA', '01:50', 'PM', '-', '02:50', 'PM', 'NAC306', '0']
['2459.', 'INB372', '17', 'ZMC', 'RA', '03:00', 'PM', '-', '04:00', 'PM', 'NAC306', '0']
['2460.', 'INB372', '19', 'TMu', 'MW', '04:10', 'PM', '-', '05:10', 'PM', 'NAC508', '4']
['2461.', 'INB372', '20', 'TFz', 'MW', '08:00', 'AM', '-', '09:00', 'AM', 'NAC303', '0']
['2462.', 'INB372', '21', 'TFz', 'MW', '09:10', 'AM', '-', '10:10', 'AM', 'NAC303', '0']
['2463.', 'INB372', '22', 'TFz', 'MW', '11:30', 'AM', '-', '12:30', 'PM', 'NAC303', '0']
['2464.', 'INB372', '24', 'SSA1', 'RA', '05:20', 'PM', '-', '06:20', 'PM', 'SAC202', '16']
['2465.', 'INB372', '25', 'MeI', 'ST', '03:00', 'PM', '-', '04:00', 'PM', 'SAC202', '0']
['2466.', 'INB400', '3', 'MeI', 'ST', '01:50', 'PM', '-', '02:50', 'PM', 'NAC603', '1']
['2467.', 'INB410', '1', 'AsMm', 'MW', '11:30', 'AM', '-', '12:30', 'PM', 'NAC511', '0']
['2468.', 'INB415', '1', 'MdZU', 'MW', '03:00', 'PM', '-', '04:00', 'PM', 'NAC306', '0']
['2469.', 'INB415', '2', 'MdZU', 'MW', '04:10', 'PM', '-', '05:10', 'PM', 'NAC207', '19']
['2470.', 'INB450', '1', 'ZTK', 'ST', '10:20', 'AM', '-', '11:20', 'AM', 'NAC511', '29']
['2471.', 'INB480', '2', 'AsMm', 'MW', '12:40', 'PM', '-', '01:40', 'PM', 'NAC415', '0']
['2472.', 'INB490', '1', 'Fss', 'ST', '09:10', 'AM', '-', '10:10', 'AM', 'NAC214', '1']
['2473.', 'INB495', '1', 'NMN1', 'MW', '04:10', 'PM', '-', '05:10', 'PM', 'NAC208', '28']
['2474.', 'LAW101', '1', 'Rji', 'RA', '12:40', 'PM', '-', '01:40', 'PM', 'NAC617', '0']
['2475.', 'LAW101', '2', 'Sqb', 'MW', '10:20', 'AM', '-', '11:20', 'AM', 'NAC617', '0']
['2476.', 'LAW101', '3', 'Sqb', 'MW', '11:30', 'AM', '-', '12:30', 'PM', 'NAC618', '0']
['2477.', 'LAW101', '4', 'Sqb', 'MW', '09:10', 'AM', '-', '10:10', 'AM', 'SAC210', '0']
['2478.', 'LAW103/LAW426', '1', 'NMA', 'MW', '10:20', 'AM', '-', '11:20', 'AM', 'NAC202', '0']
['2479.', 'LAW103/LAW426', '2', 'NMA', 'MW', '11:30', 'AM', '-', '12:30', 'PM', 'NAC617', '1']
['2480.', 'LAW107', '1', 'NMA', 'ST', '08:00', 'AM', '-', '09:00', 'AM', 'NAC301', '0']
['2481.', 'LAW107', '2', 'NMA', 'ST', '09:10', 'AM', '-', '10:10', 'AM', 'NAC201', '0']
['2482.', 'LAW200', '1', 'MRI3', 'ST', '12:40', 'PM', '-', '01:40', 'PM', 'NAC202', '1']
['2483.', 'LAW200', '2', 'NMA', 'MW', '01:50', 'PM', '-', '02:50', 'PM', 'NAC617', '0']
['2484.', 'LAW200', '3', 'ItA', 'ST', '08:00', 'AM', '-', '09:00', 'AM', 'NAC617', '0']
['2485.', 'LAW200', '4', 'ItA', 'ST', '09:10', 'AM', '-', '10:10', 'AM', 'NAC202', '0']
['2486.', 'LAW200', '5', 'Sqb', 'ST', '08:00', 'AM', '-', '09:00', 'AM', 'NAC618', '0']
['2487.', 'LAW200', '6', 'Sqb', 'ST', '09:10', 'AM', '-', '10:10', 'AM', 'NAC617', '0']
['2488.', 'LAW200', '7', 'Sqb', 'MW', '08:00', 'AM', '-', '09:00', 'AM', 'NAC617', '0']
['2489.', 'LAW200', '8', 'ARf2', 'ST', '08:00', 'AM', '-', '09:00', 'AM', 'NAC506', '0']
['2490.', 'LAW200', '9', 'ARf2', 'ST', '10:20', 'AM', '-', '11:20', 'AM', 'NAC202', '0']
['2491.', 'LAW200', '10', 'ARf2', 'ST', '11:30', 'AM', '-', '12:30', 'PM', 'NAC621', '0']
['2492.', 'LAW200', '11', 'TAS', 'ST', '04:10', 'PM', '-', '05:10', 'PM', 'NAC617', '0']
['2493.', 'LAW200', '12', 'TAS', 'MW', '01:50', 'PM', '-', '02:50', 'PM', 'NAC415', '0']
['2494.', 'LAW200', '13', 'TAS', 'MW', '03:00', 'PM', '-', '04:00', 'PM', 'NAC215', '0']
['2495.', 'LAW200', '14', 'KTR', 'MW', '03:00', 'PM', '-', '04:00', 'PM', 'NAC618', '0']
['2496.', 'LAW200', '15', 'KTR', 'MW', '04:10', 'PM', '-', '05:10', 'PM', 'NAC618', '0']
['2497.', 'LAW200', '16', 'MIM', 'A', '02:30', 'PM', '-', '04:30', 'PM', 'NAC11117', '28']
['2498.', 'LAW200', '17', 'Ibd', 'RA', '11:30', 'AM', '-', '12:30', 'PM', 'NAC617', '0']
['2499.', 'LAW200', '18', 'Ibd', 'RA', '12:40', 'PM', '-', '01:40', 'PM', 'NAC618', '0']
['2500.', 'LAW200', '19', 'TTR', 'ST', '09:10', 'AM', '-', '10:10', 'AM', 'NAC618', '0']
['2501.', 'LAW200', '20', 'TTR', 'ST', '10:20', 'AM', '-', '11:20', 'AM', 'NAC618', '0']
['2502.', 'LAW200', '21', 'MASq', 'F', '02:30', 'PM', '-', '04:30', 'PM', 'NAC412', '0']
['2503.', 'LAW200', '22', 'AhR1', 'MW', '09:10', 'AM', '-', '10:10', 'AM', 'NAC202', '1']
['2504.', 'LAW200', '23', 'AhR1', 'MW', '10:20', 'AM', '-', '11:20', 'AM', 'NAC618', '0']
['2505.', 'LAW200', '24', 'ASE', 'ST', '10:20', 'AM', '-', '11:20', 'AM', 'NAC617', '2']
['2506.', 'LAW200', '25', 'ASE', 'MW', '09:10', 'AM', '-', '10:10', 'AM', 'NAC214', '0']
['2507.', 'LAW201', '1', 'KAH', 'MW', '11:30', 'AM', '-', '12:30', 'PM', 'NAC202', '0']
['2508.', 'LAW201', '2', 'KAH', 'MW', '12:40', 'PM', '-', '01:40', 'PM', 'NAC621', '1']
['2509.', 'LAW205/LAW225', '1', 'NFZA', 'MW', '12:40', 'PM', '-', '01:40', 'PM', 'NAC617', '17']
['2510.', 'LAW208/LAW416', '1', 'NFZA', 'MW', '03:00', 'PM', '-', '04:00', 'PM', 'NAC617', '1']
['2511.', 'LAW209/LAW422', '1', 'ASE', 'MW', '12:40', 'PM', '-', '01:40', 'PM', 'NAC618', '30']
['2512.', 'LAW211', '1', 'Rji', 'RA', '08:00', 'AM', '-', '09:00', 'AM', 'NAC617', '2']
['2513.', 'LAW213', '1', 'NJN', 'ST', '10:20', 'AM', '-', '11:20', 'AM', 'NAC201', '0']
['2514.', 'LAW213', '2', 'NJN', 'ST', '11:30', 'AM', '-', '12:30', 'PM', 'NAC618', '0']
['2515.', 'LAW301', '1', 'NJN', 'MW', '01:50', 'PM', '-', '02:50', 'PM', 'NAC618', '2']
['2516.', 'LAW303', '1', 'ItA', 'ST', '11:30', 'AM', '-', '12:30', 'PM', 'NAC617', '0']
['2517.', 'LAW305', '1', 'Rji', 'MW', '08:00', 'AM', '-', '09:00', 'AM', 'NAC202', '0']
['2518.', 'LAW313', '1', 'NJN', 'ST', '01:50', 'PM', '-', '02:50', 'PM', 'NAC617', '0']
['2519.', 'LAW314', '1', 'ItA', 'MW', '04:10', 'PM', '-', '05:10', 'PM', 'NAC617', '0']
['2520.', 'LAW314', '2', 'ItA', 'MW', '05:20', 'PM', '-', '06:20', 'PM', 'NAC617', '0']
['2521.', 'LAW402/LAW419', '1', 'ARf2', 'MW', '08:00', 'AM', '-', '09:00', 'AM', 'NAC618', '2']
['2522.', 'LAW403/LAW421', '1', 'MRI3', 'ST', '03:00', 'PM', '-', '04:00', 'PM', 'NAC617', '0']
['2523.', 'LAW404/LAW427', '1', 'NFZA', 'ST', '12:40', 'PM', '-', '01:40', 'PM', 'NAC618', '0']
['2524.', 'LAW404/LAW427', '2', 'NFZA', 'ST', '01:50', 'PM', '-', '02:50', 'PM', 'NAC993', '1']
['2525.', 'LAW405', '1', 'KAH', 'ST', '12:40', 'PM', '-', '01:40', 'PM', 'NAC201', '12']
['2526.', 'LAW306/LAW412', '1', 'KAH', 'ST', '11:30', 'AM', '-', '12:30', 'PM', 'NAC202', '0']
['2527.', 'LAW413', '1', 'ARf2', 'MW', '09:10', 'AM', '-', '10:10', 'AM', 'NAC201', '13']
['2528.', 'LAW414', '1', 'MRI3', 'MW', '11:30', 'AM', '-', '12:30', 'PM', 'NAC214', '27']
['2529.', 'LAW415', '1', 'NFZA', 'ST', '05:20', 'PM', '-', '06:20', 'PM', 'NAC617', '13']
['2530.', 'LAW417', '1', 'MzR2', 'A', '02:30', 'PM', '-', '04:30', 'PM', 'NAC993', '4']
['2531.', 'LAW417', '2', 'MzR2', 'A', '04:40', 'PM', '-', '06:40', 'PM', 'NAC11117', '11']
['2532.', 'LAW418', '1', 'ASo', 'F', '02:30', 'PM', '-', '04:30', 'PM', 'NAC411', '0']
['2533.', 'LAW420', '1', 'ASo', 'F', '04:40', 'PM', '-', '06:40', 'PM', 'NAC411', '0']
['2534.', 'LAW423', '1', 'Rji', 'RA', '09:10', 'AM', '-', '10:10', 'AM', 'NAC617', '0']
['2535.', 'LAW423', '2', 'Rji', 'RA', '10:20', 'AM', '-', '11:20', 'AM', 'NAC617', '0']
['2536.', 'LAW424', '1', 'TAS', 'ST', '12:40', 'PM', '-', '01:40', 'PM', 'NAC617', '24']
['2537.', 'LAW424', '2', 'TAS', 'ST', '01:50', 'PM', '-', '02:50', 'PM', 'NAC618', '15']
['2538.', 'LBA104', '1', 'NSB', 'ST', '04:10', 'PM', '-', '05:10', 'PM', 'NAC308', '0']
['2539.', 'LBA104', '2', 'MHn', 'MW', '09:10', 'AM', '-', '10:10', 'AM', 'NAC517', '0']
['2540.', 'LBA104', '3', 'MNK', 'MW', '10:20', 'AM', '-', '11:20', 'AM', 'NAC517', '0']
['2541.', 'LLM503', '1', 'NMN1', 'W', '07:00', 'PM', '-', '09:00', 'PM', 'NAC617', '16']
['2542.', 'LLM506', '1', 'SAA4', 'A', '10:20', 'AM', '-', '12:30', 'PM', 'NAC619A', '17']
['2543.', 'LLM507', '1', 'MJAn', 'F', '04:40', 'PM', '-', '06:40', 'PM', 'NAC410', '34']
['2544.', 'LLM509', '1', 'MRI3', 'S', '07:00', 'PM', '-', '09:00', 'PM', 'NAC617', '0']
['2545.', 'LLM509', '2', 'MRI3', 'M', '07:00', 'PM', '-', '09:00', 'PM', 'NAC410', '0']
['2546.', 'LLM511', '1', 'MRI3', 'T', '07:00', 'PM', '-', '09:00', 'PM', 'NAC617', '32']
['2547.', 'LLM513', '1', 'Zmn', 'S', '07:00', 'PM', '-', '09:00', 'PM', 'NAC410', '14']
['2548.', 'LLM515', '2', 'NMN1', 'A', '07:00', 'PM', '-', '09:00', 'PM', 'NAC409', '9']
['2549.', 'LLM516', '1', 'MJAn', 'F', '02:30', 'PM', '-', '04:30', 'PM', 'NAC410', '28']
['2550.', 'LLM517', '1', 'AWi', 'F', '08:00', 'AM', '-', '10:10', 'AM', 'NAC407', '12']
['2551.', 'LLM518', '1', 'SAA4', 'A', '12:40', 'PM', '-', '02:50', 'PM', 'NAC514', '15']
['2552.', 'MAJ101', '1', 'MHR3', 'ST', '03:00', 'PM', '-', '04:00', 'PM', 'NAC602', '14']
['2553.', 'MAJ102', '1', 'ABAi', 'MW', '10:20', 'AM', '-', '11:20', 'AM', 'NAC601', '20']
['2554.', 'MAJ102', '2', 'ABAi', 'MW', '11:30', 'AM', '-', '12:30', 'PM', 'NAC601', '11']
['2555.', 'MAJ103', '1', 'SKO', 'RA', '01:50', 'PM', '-', '02:50', 'PM', 'NAC602', '22']
['2556.', 'MAJ205', '1', 'MEE', 'MW', '09:10', 'AM', '-', '10:10', 'AM', 'NAC619', '22']
['2557.', 'MAT116', '1', 'AnHs', 'RA', '12:40', 'PM', '-', '01:40', 'PM', 'SAC312', '2']
['2558.', 'MAT116', '2', 'AnHs', 'RA', '03:00', 'PM', '-', '04:00', 'PM', 'SAC511', '3']
['2559.', 'MAT116', '3', 'Swk', 'RA', '01:50', 'PM', '-', '02:50', 'PM', 'SAC314', '2']
['2560.', 'MAT116', '4', 'MdRK', 'MW', '05:20', 'PM', '-', '06:20', 'PM', 'SAC213', '2']
['2561.', 'MAT116', '5', 'MAIm', 'RA', '03:00', 'PM', '-', '04:00', 'PM', 'SAC306', '2']
['2562.', 'MAT116', '6', 'AtA', 'MW', '10:20', 'AM', '-', '11:20', 'AM', 'SAC401', '2']
['2563.', 'MAT116', '7', 'NSr', 'MW', '03:00', 'PM', '-', '04:00', 'PM', 'SAC314', '1']
['2564.', 'MAT116', '8', 'AtA', 'MW', '04:10', 'PM', '-', '05:10', 'PM', 'SAC401', '2']
['2565.', 'MAT116', '9', 'FUA', 'RA', '04:10', 'PM', '-', '05:10', 'PM', 'SAC211', '3']
['2566.', 'MAT116', '10', 'FUA', 'RA', '05:20', 'PM', '-', '06:20', 'PM', 'SAC313', '3']
['2567.', 'MAT116', '11', 'ZHn', 'MW', '09:10', 'AM', '-', '10:10', 'AM', 'SAC213', '2']
['2568.', 'MAT116', '12', 'ZHn', 'MW', '10:20', 'AM', '-', '11:20', 'AM', 'SAC213', '2']
['2569.', 'MAT116', '13', 'ZHn', 'MW', '12:40', 'PM', '-', '01:40', 'PM', 'SAC315', '2']
['2570.', 'MAT116', '14', 'Thr', 'RA', '08:00', 'AM', '-', '09:00', 'AM', 'NAC215', '2']
['2571.', 'MAT116', '15', 'Thr', 'RA', '09:10', 'AM', '-', '10:10', 'AM', 'NAC301', '1']
['2572.', 'MAT116', '16', 'ZIBe', 'RA', '05:20', 'PM', '-', '06:20', 'PM', 'SAC401', '3']
['2573.', 'MAT116', '17', 'MRHn', 'RA', '08:00', 'AM', '-', '09:00', 'AM', 'SAC313', '2']
['2574.', 'MAT116', '18', 'MRHn', 'RA', '09:10', 'AM', '-', '10:10', 'AM', 'SAC212', '2']
['2575.', 'MAT116', '19', 'AbS', 'RA', '12:40', 'PM', '-', '01:40', 'PM', 'SAC211', '2']
['2576.', 'MAT116', '20', 'MRM2', 'RA', '12:40', 'PM', '-', '01:40', 'PM', 'NAC620', '2']
['2577.', 'MAT116', '21', 'AKAd', 'MW', '01:50', 'PM', '-', '02:50', 'PM', 'SAC401', '2']
['2578.', 'MAT116', '22', 'Mde', 'RA', '10:20', 'AM', '-', '11:20', 'AM', 'SAC306', '2']
['2579.', 'MAT116', '23', 'AKAd', 'MW', '03:00', 'PM', '-', '04:00', 'PM', 'SAC401', '2']
['2580.', 'MAT116', '24', 'AdA', 'RA', '05:20', 'PM', '-', '06:20', 'PM', 'SAC314', '2']
['2581.', 'MAT116', '25', 'KMz', 'RA', '05:20', 'PM', '-', '06:20', 'PM', 'SAC211', '2']
['2582.', 'MAT116', '26', 'INz', 'MW', '12:40', 'PM', '-', '01:40', 'PM', 'SAC213', '1']
['2583.', 'MAT116', '27', 'Sdt', 'RA', '12:40', 'PM', '-', '01:40', 'PM', 'SAC314', '2']
['2584.', 'MAT116', '28', 'MAIm', 'RA', '04:10', 'PM', '-', '05:10', 'PM', 'SAC312', '2']
['2585.', 'MAT116', '29', 'MAHn', 'ST', '08:00', 'AM', '-', '09:00', 'AM', 'SAC213', '1']
['2586.', 'MAT116', '30', 'MAHn', 'ST', '09:10', 'AM', '-', '10:10', 'AM', 'NAC209', '2']
['2587.', 'MAT116', '31', 'AKAd', 'MW', '05:20', 'PM', '-', '06:20', 'PM', 'SAC314', '2']
['2588.', 'MAT116', '32', 'MAIm', 'RA', '12:40', 'PM', '-', '01:40', 'PM', 'NAC201', '2']
['2589.', 'MAT116', '33', 'SK', 'MW', '04:10', 'PM', '-', '05:10', 'PM', 'SAC801A', '2']
['2590.', 'MAT120', '1', 'PNg', 'ST', '10:20', 'AM', '-', '11:20', 'AM', 'SAC314', '0']
['2591.', 'MAT120', '2', 'PNg', 'ST', '11:30', 'AM', '-', '12:30', 'PM', 'SAC211', '0']
['2592.', 'MAT120', '3', 'MtM', 'ST', '09:10', 'AM', '-', '10:10', 'AM', 'SAC313', '2']
['2593.', 'MAT120', '4', 'MtM', 'ST', '11:30', 'AM', '-', '12:30', 'PM', 'SAC313', '2']
['2594.', 'MAT120', '5', 'MtM', 'ST', '12:40', 'PM', '-', '01:40', 'PM', 'SAC313', '2']
['2595.', 'MAT120', '6', 'AtA', 'ST', '10:20', 'AM', '-', '11:20', 'AM', 'SAC313', '2']
['2596.', 'MAT120', '7', 'AKAd', 'ST', '12:40', 'PM', '-', '01:40', 'PM', 'SAC315', '2']
['2597.', 'MAT120', '8', 'APv', 'ST', '01:50', 'PM', '-', '02:50', 'PM', 'SAC211', '2']
['2598.', 'MAT120', '9', 'APv', 'ST', '03:00', 'PM', '-', '04:00', 'PM', 'SAC211', '2']
['2599.', 'MAT120', '10', 'REK', 'RA', '10:20', 'AM', '-', '11:20', 'AM', 'SAC315', '1']
['2600.', 'MAT120', '11', 'REK', 'RA', '01:50', 'PM', '-', '02:50', 'PM', 'SAC401', '2']
['2601.', 'MAT120', '12', 'APv', 'ST', '05:20', 'PM', '-', '06:20', 'PM', 'SAC211', '2']
['2602.', 'MAT120', '13', 'AHSr', 'RA', '12:40', 'PM', '-', '01:40', 'PM', 'SAC801A', '2']
['2603.', 'MAT120', '14', 'NSr', 'MW', '11:30', 'AM', '-', '12:30', 'PM', 'NAC209', '2']
['2604.', 'MAT120', '15', 'NSr', 'MW', '12:40', 'PM', '-', '01:40', 'PM', 'NAC201', '2']
['2605.', 'MAT120', '16', 'Swk', 'RA', '03:00', 'PM', '-', '04:00', 'PM', 'SAC313', '1']
['2606.', 'MAT120', '17', 'Swk', 'RA', '05:20', 'PM', '-', '06:20', 'PM', 'SAC213', '3']
['2607.', 'MAT120', '18', 'AuR', 'MW', '12:40', 'PM', '-', '01:40', 'PM', 'SAC211', '2']
['2608.', 'MAT120', '19', 'AuR', 'MW', '01:50', 'PM', '-', '02:50', 'PM', 'SAC211', '2']
['2609.', 'MAT120', '20', 'TAa1', 'RA', '01:50', 'PM', '-', '02:50', 'PM', 'SAC204', '1']
['2610.', 'MAT120', '21', 'LKS', 'RA', '05:20', 'PM', '-', '06:20', 'PM', 'SAC212', '2']
['2611.', 'MAT120', '22', 'ZIBe', 'RA', '01:50', 'PM', '-', '02:50', 'PM', 'SAC315', '2']
['2612.', 'MAT120', '23', 'ZIBe', 'RA', '03:00', 'PM', '-', '04:00', 'PM', 'SAC314', '2']
['2613.', 'MAT120', '24', 'MRHn', 'RA', '12:40', 'PM', '-', '01:40', 'PM', 'SAC213', '2']
['2614.', 'MAT120', '25', 'AKAd', 'ST', '01:50', 'PM', '-', '02:50', 'PM', 'SAC315', '2']
['2615.', 'MAT120', '26', 'SK', 'ST', '08:00', 'AM', '-', '09:00', 'AM', 'SAC315', '2']
['2616.', 'MAT120', '27', 'SK', 'ST', '09:10', 'AM', '-', '10:10', 'AM', 'SAC212', '2']
['2617.', 'MAT120', '28', 'Sdt', 'RA', '09:10', 'AM', '-', '10:10', 'AM', 'SAC213', '1']
['2618.', 'MAT120', '29', 'Sdt', 'RA', '10:20', 'AM', '-', '11:20', 'AM', 'SAC213', '2']
['2619.', 'MAT120', '30', 'ChH', 'ST', '05:20', 'PM', '-', '06:20', 'PM', 'SAC212', '2']
['2620.', 'MAT120', '31', 'REK', 'ST', '12:40', 'PM', '-', '01:40', 'PM', 'NAC603', '2']
['2621.', 'MAT120', '32', 'REK', 'ST', '01:50', 'PM', '-', '02:50', 'PM', 'SAC201', '2']
['2622.', 'MAT125', '1', 'UMM', 'ST', '08:00', 'AM', '-', '09:00', 'AM', 'SAC401', '0']
['2623.', 'MAT125', '2', 'UMM', 'ST', '09:10', 'AM', '-', '10:10', 'AM', 'SAC211', '0']
['2624.', 'MAT125', '3', 'MS1', 'ST', '08:00', 'AM', '-', '09:00', 'AM', 'SAC211', '0']
['2625.', 'MAT125', '4', 'MS1', 'ST', '09:10', 'AM', '-', '10:10', 'AM', 'SAC306', '0']
['2626.', 'MAT125', '5', 'Fdw', 'RA', '11:30', 'AM', '-', '12:30', 'PM', 'SAC312', '2']
['2627.', 'MAT125', '6', 'Fdw', 'RA', '12:40', 'PM', '-', '01:40', 'PM', 'SAC306', '2']
['2628.', 'MAT125', '7', 'Bbn', 'RA', '04:10', 'PM', '-', '05:10', 'PM', 'SAC212', '0']
['2629.', 'MAT125', '8', 'AuR', 'MW', '04:10', 'PM', '-', '05:10', 'PM', 'SAC313', '0']
['2630.', 'MAT125', '9', 'OMG', 'RA', '03:00', 'PM', '-', '04:00', 'PM', 'SAC312', '0']
['2631.', 'MAT125', '10', 'OMG', 'RA', '12:40', 'PM', '-', '01:40', 'PM', 'SAC316', '0']
['2632.', 'MAT125', '11', 'TAa1', 'RA', '10:20', 'AM', '-', '11:20', 'AM', 'SAC313', '1']
['2633.', 'MAT125', '12', 'TAa1', 'RA', '11:30', 'AM', '-', '12:30', 'PM', 'SAC313', '0']
['2634.', 'MAT125', '13', 'LKS', 'RA', '01:50', 'PM', '-', '02:50', 'PM', 'SAC212', '2']
['2635.', 'MAT125', '14', 'LKS', 'RA', '03:00', 'PM', '-', '04:00', 'PM', 'SAC212', '1']
['2636.', 'MAT125', '15', 'LSA', 'RA', '12:40', 'PM', '-', '01:40', 'PM', 'SAC315', '2']
['2637.', 'MAT125', '16', 'MS1', 'ST', '11:30', 'AM', '-', '12:30', 'PM', 'SAC212', '0']
['2638.', 'MAT125', '17', 'SBW', 'RA', '04:10', 'PM', '-', '05:10', 'PM', 'SAC513', '2']
['2639.', 'MAT125', '18', 'SBW', 'RA', '05:20', 'PM', '-', '06:20', 'PM', 'SAC801A', '2']
['2640.', 'MAT125', '19', 'Mde', 'RA', '01:50', 'PM', '-', '02:50', 'PM', 'SAC306', '2']
['2641.', 'MAT125', '20', 'AdA', 'RA', '01:50', 'PM', '-', '02:50', 'PM', 'NAC311', '0']
['2642.', 'MAT125', '21', 'CNP', 'ST', '01:50', 'PM', '-', '02:50', 'PM', 'SAC313', '2']
['2643.', 'MAT125', '22', 'CNP', 'ST', '03:00', 'PM', '-', '04:00', 'PM', 'SAC313', '2']
['2644.', 'MAT125', '23', 'LSA', 'RA', '03:00', 'PM', '-', '04:00', 'PM', 'SAC315', '0']
['2645.', 'MAT125', '24', 'Mde', 'RA', '11:30', 'AM', '-', '12:30', 'PM', 'SAC211', '1']
['2646.', 'MAT125', '25', 'AdA', 'RA', '04:10', 'PM', '-', '05:10', 'PM', 'SAC213', '0']
['2647.', 'MAT125', '26', 'MHK3', 'MW', '04:10', 'PM', '-', '05:10', 'PM', 'NAC415', '0']
['2648.', 'MAT130', '1', 'HAr', 'ST', '11:30', 'AM', '-', '12:30', 'PM', 'SAC315', '2']
['2649.', 'MAT130', '2', 'HAr', 'ST', '12:40', 'PM', '-', '01:40', 'PM', 'SAC401', '3']
['2650.', 'MAT130', '3', 'Bbn', 'RA', '12:40', 'PM', '-', '01:40', 'PM', 'SAC511', '3']
['2651.', 'MAT130', '4', 'MtM', 'MW', '09:10', 'AM', '-', '10:10', 'AM', 'SAC313', '2']
['2652.', 'MAT130', '5', 'APv', 'MW', '10:20', 'AM', '-', '11:20', 'AM', 'SAC314', '2']
['2653.', 'MAT130', '6', 'MtM', 'MW', '12:40', 'PM', '-', '01:40', 'PM', 'SAC314', '3']
['2654.', 'MAT130', '7', 'MS1', 'MW', '08:00', 'AM', '-', '09:00', 'AM', 'SAC401', '3']
['2655.', 'MAT130', '8', 'MS1', 'MW', '09:10', 'AM', '-', '10:10', 'AM', 'SAC401', '2']
['2656.', 'MAT130', '9', 'MtM', 'MW', '10:20', 'AM', '-', '11:20', 'AM', 'SAC313', '4']
['2657.', 'MAT130', '10', 'APv', 'MW', '11:30', 'AM', '-', '12:30', 'PM', 'SAC313', '3']
['2658.', 'MAT130', '11', 'ZHn', 'ST', '09:10', 'AM', '-', '10:10', 'AM', 'SAC213', '3']
